"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
53,"technician","married","professional.course","no","yes","yes","cellular","sep","fri",730,1,999,1,"failure",-34,92379,-298,"0.803",50175
56,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","fri",1252,1,999,0,"nonexistent",11,93994,-364,"4.859",5191
28,"management","single","university.degree","no","yes","no","cellular","jun","thu",169,1,999,0,"nonexistent",-17,94055,-398,"0.729",49916
32,"blue-collar","married","basic.4y","no","no","no","cellular","sep","wed",830,2,999,0,"nonexistent",-11,94199,-375,"0.88",49636
28,"management","married","university.degree","no","no","no","telephone","jun","wed",771,2,999,0,"nonexistent",14,94465,-418,"4.962",52281
33,"management","married","university.degree","no","yes","no","telephone","mar","thu",181,1,999,0,"nonexistent",-18,92843,-50,"1.757",50991
23,"blue-collar","single","basic.4y","no","yes","no","cellular","may","fri",523,2,999,0,"nonexistent",-18,92893,-462,"1.25",50991
35,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",1175,2,999,0,"nonexistent",14,93918,-427,"4.958",52281
55,"admin.","divorced","university.degree","unknown","yes","no","cellular","jul","mon",849,1,999,0,"nonexistent",14,93918,-427,"4.96",52281
38,"unemployed","married","basic.6y","no","no","no","telephone","jun","mon",947,4,999,0,"nonexistent",14,94465,-418,"4.865",52281
74,"retired","married","university.degree","no","yes","no","cellular","aug","wed",239,2,999,1,"failure",-29,92201,-314,"0.879",50762
43,"admin.","married","high.school","no","no","no","telephone","jun","fri",1422,10,999,0,"nonexistent",14,94465,-418,"4.959",52281
34,"technician","single","professional.course","no","yes","no","cellular","aug","tue",1416,2,12,1,"success",-29,92201,-314,"0.883",50762
44,"services","divorced","high.school","no","yes","yes","cellular","apr","tue",895,1,999,0,"nonexistent",-18,93075,-471,"1.453",50991
44,"blue-collar","single","unknown","no","yes","no","telephone","jul","wed",576,1,999,0,"nonexistent",-29,92469,-336,"1.029",50762
44,"blue-collar","single","basic.4y","no","yes","no","cellular","mar","tue",1530,2,999,0,"nonexistent",-18,92843,-50,"1.51",50991
23,"technician","single","university.degree","no","yes","no","cellular","oct","fri",374,1,999,0,"nonexistent",-34,92431,-269,"0.73",50175
34,"admin.","married","university.degree","no","no","no","telephone","sep","fri",290,2,999,0,"nonexistent",-34,92379,-298,"0.773",50175
53,"admin.","married","university.degree","no","yes","yes","telephone","dec","mon",824,1,6,2,"success",-3,92713,-33,"0.706",50235
45,"self-employed","married","basic.6y","unknown","no","no","telephone","may","thu",734,1,999,0,"nonexistent",11,93994,-364,"4.86",5191
30,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",152,2,999,0,"nonexistent",-18,93075,-471,"1.435",50991
54,"admin.","married","high.school","no","no","no","cellular","oct","wed",252,2,6,2,"success",-11,94601,-495,"0.985",49636
39,"technician","married","professional.course","no","no","no","cellular","apr","thu",225,1,2,1,"success",-18,93075,-471,"1.365",50991
54,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",204,1,999,1,"failure",-29,92201,-314,"0.849",50762
38,"self-employed","married","professional.course","no","yes","no","cellular","apr","thu",779,2,999,0,"nonexistent",-18,93075,-471,"1.365",50991
35,"blue-collar","divorced","basic.9y","no","no","no","cellular","may","fri",409,1,999,1,"failure",-18,92893,-462,"1.25",50991
75,"retired","divorced","high.school","no","no","no","telephone","apr","tue",162,1,6,2,"success",-18,93749,-346,"0.642",50087
52,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","aug","wed",1250,4,999,0,"nonexistent",14,93444,-361,"4.967",52281
28,"services","married","basic.9y","no","no","no","cellular","may","tue",396,3,999,0,"nonexistent",-18,92893,-462,"1.266",50991
40,"technician","married","high.school","no","yes","no","cellular","aug","fri",419,1,999,0,"nonexistent",14,93444,-361,"4.966",52281
53,"technician","divorced","high.school","no","no","no","cellular","nov","thu",531,1,999,0,"nonexistent",-1,932,-42,"4.076",51958
36,"admin.","married","high.school","no","no","no","cellular","mar","tue",168,1,999,0,"nonexistent",-18,92843,-50,"1.799",50991
28,"admin.","single","university.degree","no","no","no","cellular","jun","mon",69,1,999,1,"failure",-29,92963,-408,"1.266",50762
29,"services","single","unknown","no","yes","no","cellular","apr","thu",226,2,999,0,"nonexistent",-18,93749,-346,"0.659",50087
22,"student","single","high.school","no","no","no","cellular","apr","thu",780,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
40,"management","married","university.degree","no","yes","no","cellular","jun","mon",295,3,999,0,"nonexistent",-29,92963,-408,"1.215",50762
51,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",486,1,999,0,"nonexistent",-17,94215,-403,"0.861",49916
34,"unemployed","single","university.degree","no","no","no","cellular","nov","fri",464,5,999,1,"failure",-34,92649,-301,"0.716",50175
57,"housemaid","married","basic.4y","no","yes","no","telephone","apr","wed",595,3,999,1,"failure",-18,93749,-346,"0.642",50087
59,"retired","married","professional.course","no","no","no","telephone","may","wed",560,9,999,0,"nonexistent",11,93994,-364,"4.857",5191
38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",2231,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
50,"blue-collar","divorced","basic.4y","no","yes","no","cellular","may","tue",703,4,999,0,"nonexistent",-18,92893,-462,"1.291",50991
37,"technician","divorced","professional.course","unknown","yes","no","cellular","jul","mon",1134,5,999,0,"nonexistent",14,93918,-427,"4.96",52281
44,"admin.","single","university.degree","no","yes","no","cellular","may","fri",211,4,3,1,"success",-18,93876,-40,"0.682",50087
33,"blue-collar","divorced","basic.9y","unknown","no","no","cellular","jul","tue",889,5,999,0,"nonexistent",14,93918,-427,"4.961",52281
35,"entrepreneur","divorced","professional.course","unknown","unknown","unknown","cellular","aug","tue",950,3,999,0,"nonexistent",14,93444,-361,"4.963",52281
32,"technician","married","professional.course","no","yes","no","cellular","oct","wed",275,2,999,0,"nonexistent",-11,94601,-495,"0.959",49636
37,"admin.","single","high.school","no","no","no","cellular","jul","thu",609,2,7,3,"success",-17,94215,-403,"0.782",49916
36,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","wed",998,1,999,0,"nonexistent",-1,932,-42,"4.12",51958
34,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",716,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
32,"entrepreneur","married","basic.4y","no","yes","no","cellular","jun","tue",183,2,999,1,"failure",-29,92963,-408,"1.286",50762
58,"admin.","married","high.school","no","yes","no","cellular","may","wed",309,1,6,1,"success",-18,93876,-40,"0.682",50087
74,"retired","married","high.school","no","yes","no","cellular","aug","thu",1452,1,999,1,"failure",-29,92201,-314,"0.883",50762
76,"retired","single","basic.4y","no","no","no","cellular","nov","mon",347,4,6,1,"success",-34,92649,-301,"0.715",50175
41,"blue-collar","married","basic.6y","no","no","no","cellular","may","tue",897,4,999,0,"nonexistent",-18,92893,-462,"1.291",50991
57,"management","married","university.degree","no","no","no","cellular","may","wed",1205,1,999,0,"nonexistent",-18,92893,-462,"1.334",50991
50,"blue-collar","married","unknown","unknown","no","no","cellular","jul","thu",1275,1,999,0,"nonexistent",14,93918,-427,"4.958",52281
36,"unemployed","married","unknown","unknown","no","no","cellular","sep","wed",344,1,999,1,"failure",-34,92379,-298,"0.781",50175
52,"management","married","university.degree","no","no","no","cellular","aug","mon",1488,2,999,0,"nonexistent",14,93444,-361,"4.97",52281
24,"technician","single","university.degree","no","yes","yes","cellular","nov","tue",467,3,6,3,"failure",-11,94767,-508,"1.049",49636
35,"unemployed","married","university.degree","no","no","no","cellular","oct","thu",344,1,6,1,"success",-34,92431,-269,"0.733",50175
26,"student","single","high.school","no","yes","no","cellular","aug","wed",233,1,14,1,"success",-17,94027,-383,"0.903",49916
40,"services","single","high.school","no","no","no","cellular","apr","mon",1332,2,999,0,"nonexistent",-18,93075,-471,"1.405",50991
36,"technician","married","professional.course","no","no","no","cellular","aug","mon",663,3,999,0,"nonexistent",14,93444,-361,"4.965",52281
74,"retired","divorced","basic.4y","no","yes","no","cellular","aug","wed",536,1,13,1,"success",-29,92201,-314,"0.854",50762
40,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",927,1,999,0,"nonexistent",11,93994,-364,"4.859",5191
66,"retired","married","basic.4y","no","no","yes","cellular","jun","wed",319,2,999,0,"nonexistent",-17,94055,-398,"0.767",49916
26,"admin.","single","university.degree","no","no","no","cellular","jul","fri",196,1,9,3,"failure",-17,94215,-403,"0.885",49916
51,"blue-collar","married","basic.4y","no","no","yes","cellular","jun","mon",325,1,3,1,"success",-17,94055,-398,"0.754",49916
65,"management","married","unknown","no","yes","no","telephone","dec","wed",207,3,999,1,"failure",-3,92713,-33,"0.715",50235
45,"technician","married","university.degree","unknown","no","yes","telephone","jun","tue",1336,4,999,0,"nonexistent",14,94465,-418,"4.864",52281
28,"admin.","single","university.degree","no","no","yes","cellular","mar","wed",96,2,999,0,"nonexistent",-18,92843,-50,"1.548",50991
47,"blue-collar","married","professional.course","no","yes","no","cellular","jul","fri",175,1,999,0,"nonexistent",-29,92469,-336,"1.059",50762
33,"technician","married","university.degree","no","no","no","cellular","sep","wed",216,1,999,0,"nonexistent",-11,94199,-375,"0.876",49636
32,"admin.","married","university.degree","no","no","yes","cellular","jun","thu",327,3,3,1,"success",-29,92963,-408,"1.26",50762
48,"technician","married","high.school","no","no","yes","cellular","oct","thu",288,3,999,0,"nonexistent",-34,92431,-269,"0.722",50175
58,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",846,1,999,0,"nonexistent",14,93444,-361,"4.97",52281
27,"student","single","university.degree","no","no","no","cellular","aug","wed",180,1,3,3,"success",-17,94027,-383,"0.9",49916
30,"blue-collar","married","basic.6y","no","yes","yes","cellular","jul","wed",1018,2,999,0,"nonexistent",14,93918,-427,"4.957",52281
31,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","wed",838,2,999,0,"nonexistent",14,94465,-418,"4.959",52281
41,"management","married","unknown","unknown","no","yes","telephone","jun","thu",636,1,999,0,"nonexistent",14,94465,-418,"4.866",52281
36,"blue-collar","single","high.school","no","yes","yes","cellular","jun","wed",342,2,3,1,"success",-17,94055,-398,"0.739",49916
38,"technician","divorced","high.school","no","yes","no","cellular","aug","mon",384,3,999,0,"nonexistent",14,93444,-361,"4.965",52281
22,"student","single","high.school","no","no","no","cellular","oct","fri",270,3,6,1,"success",-34,92431,-269,"0.73",50175
37,"admin.","married","high.school","no","no","no","cellular","aug","wed",179,2,999,1,"failure",-29,92201,-314,"0.884",50762
20,"student","single","unknown","no","yes","no","cellular","apr","wed",184,4,999,0,"nonexistent",-18,93075,-471,"1.498",50991
38,"technician","married","professional.course","no","yes","yes","cellular","mar","thu",63,2,999,0,"nonexistent",-18,92843,-50,"1.757",50991
31,"student","single","university.degree","no","no","no","cellular","oct","wed",508,1,999,0,"nonexistent",-11,94601,-495,"1.043",49636
26,"technician","married","professional.course","no","yes","no","cellular","jul","thu",804,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
48,"management","married","university.degree","no","no","no","cellular","oct","wed",81,1,6,1,"success",-34,92431,-269,"0.74",50175
56,"admin.","married","university.degree","no","no","no","cellular","aug","wed",552,3,999,0,"nonexistent",14,93444,-361,"4.964",52281
22,"student","single","professional.course","no","yes","no","cellular","aug","mon",162,2,999,1,"failure",-29,92201,-314,"0.861",50762
52,"entrepreneur","divorced","high.school","unknown","yes","no","cellular","jul","tue",710,1,999,0,"nonexistent",14,93918,-427,"4.961",52281
40,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",328,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
37,"management","single","university.degree","no","no","no","cellular","oct","thu",570,1,999,1,"failure",-34,92431,-269,"0.74",50175
43,"admin.","married","university.degree","unknown","yes","no","cellular","aug","tue",1332,1,999,0,"nonexistent",14,93444,-361,"4.968",52281
54,"housemaid","married","basic.4y","unknown","yes","no","cellular","aug","wed",523,3,999,0,"nonexistent",14,93444,-361,"4.964",52281
44,"entrepreneur","married","basic.6y","unknown","no","no","cellular","jul","mon",973,3,999,0,"nonexistent",14,93918,-427,"4.96",52281
30,"student","married","university.degree","no","no","no","cellular","aug","mon",98,2,3,2,"success",-29,92201,-314,"0.821",50762
78,"retired","divorced","basic.6y","no","no","no","cellular","oct","fri",212,2,999,0,"nonexistent",-34,92431,-269,"0.72",50175
26,"unemployed","single","university.degree","no","yes","no","cellular","apr","tue",184,1,999,0,"nonexistent",-18,93075,-471,"1.423",50991
43,"admin.","married","high.school","no","yes","no","cellular","aug","tue",291,2,3,2,"success",-29,92201,-314,"0.838",50762
43,"services","married","basic.6y","no","no","no","cellular","sep","tue",159,1,999,1,"failure",-34,92379,-298,"0.75",50175
53,"technician","married","university.degree","no","no","no","cellular","sep","thu",156,2,999,0,"nonexistent",-11,94199,-375,"0.878",49636
40,"admin.","married","high.school","no","yes","yes","cellular","jul","mon",615,2,999,0,"nonexistent",14,93918,-427,"4.96",52281
25,"admin.","single","university.degree","no","no","no","cellular","aug","mon",286,1,999,0,"nonexistent",-29,92201,-314,"0.861",50762
50,"admin.","married","high.school","no","yes","no","cellular","sep","fri",434,2,999,0,"nonexistent",-34,92379,-298,"0.803",50175
27,"admin.","single","high.school","no","no","no","cellular","jun","tue",586,2,999,0,"nonexistent",-17,94055,-398,"0.761",49916
51,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",561,9,999,0,"nonexistent",14,93918,-427,"4.957",52281
35,"unemployed","married","high.school","no","yes","no","cellular","aug","mon",362,1,6,1,"success",-17,94027,-383,"0.904",49916
38,"admin.","married","high.school","no","yes","yes","telephone","jun","thu",2028,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
69,"retired","married","basic.6y","no","yes","no","cellular","nov","thu",355,3,999,0,"nonexistent",-34,92649,-301,"0.716",50175
69,"retired","divorced","professional.course","no","no","no","cellular","oct","tue",144,1,999,0,"nonexistent",-34,92431,-269,"0.744",50175
49,"admin.","single","high.school","no","yes","no","telephone","oct","fri",434,1,999,1,"failure",-34,92431,-269,"0.739",50175
25,"technician","single","university.degree","no","yes","no","telephone","aug","thu",256,1,999,0,"nonexistent",-29,92201,-314,"0.883",50762
52,"management","married","high.school","no","no","no","cellular","aug","tue",408,1,999,0,"nonexistent",-29,92201,-314,"0.883",50762
27,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",979,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
52,"admin.","married","professional.course","no","no","no","cellular","jul","tue",606,1,999,0,"nonexistent",-17,94215,-403,"0.893",49916
33,"blue-collar","single","basic.4y","no","no","no","cellular","apr","thu",452,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
26,"technician","single","university.degree","no","no","no","telephone","jun","tue",1173,3,999,0,"nonexistent",14,94465,-418,"4.864",52281
31,"technician","married","unknown","no","no","no","cellular","nov","fri",498,1,999,1,"failure",-34,92649,-301,"0.714",50175
45,"technician","divorced","university.degree","unknown","no","no","cellular","may","fri",776,1,999,0,"nonexistent",-18,92893,-462,"1.313",50991
39,"technician","married","high.school","unknown","no","no","cellular","jul","wed",781,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
52,"admin.","married","university.degree","no","yes","no","cellular","may","wed",338,1,999,0,"nonexistent",-18,93876,-40,"0.672",50087
32,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",210,5,999,0,"nonexistent",-29,92469,-336,"1.029",50762
45,"self-employed","married","high.school","no","no","no","cellular","may","fri",374,1,999,1,"failure",-18,93876,-40,"0.695",50087
21,"student","single","basic.9y","no","no","no","cellular","mar","wed",363,1,6,1,"success",-18,93369,-348,"0.655",50087
32,"admin.","married","university.degree","no","no","no","cellular","jul","wed",543,3,999,0,"nonexistent",14,93918,-427,"4.963",52281
51,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","fri",956,1,999,0,"nonexistent",-18,92893,-462,"1.25",50991
48,"technician","married","unknown","no","yes","no","cellular","jul","mon",1096,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
28,"admin.","single","high.school","no","yes","no","cellular","mar","tue",143,2,999,0,"nonexistent",-18,92843,-50,"1.799",50991
37,"housemaid","married","university.degree","no","no","no","cellular","oct","thu",453,1,6,2,"success",-11,94601,-495,"1.025",49636
64,"retired","married","university.degree","no","yes","no","cellular","apr","tue",146,4,999,0,"nonexistent",-18,93075,-471,"1.405",50991
28,"blue-collar","single","university.degree","no","no","no","cellular","apr","tue",107,3,999,0,"nonexistent",-18,93075,-471,"1.423",50991
34,"admin.","married","university.degree","no","no","no","cellular","aug","mon",1238,1,999,0,"nonexistent",14,93444,-361,"4.965",52281
42,"unemployed","married","unknown","no","yes","yes","cellular","aug","thu",250,4,4,2,"success",-29,92201,-314,"0.883",50762
54,"unemployed","married","basic.9y","no","no","no","cellular","may","wed",193,1,3,1,"success",-18,92893,-462,"1.27",50991
41,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",488,1,999,0,"nonexistent",-18,92893,-462,"1.334",50991
25,"unemployed","married","university.degree","no","no","no","cellular","jun","tue",529,2,999,0,"nonexistent",-29,92963,-408,"1.286",50762
50,"admin.","married","university.degree","no","yes","no","cellular","dec","tue",410,3,999,0,"nonexistent",-3,92713,-33,"0.708",50235
47,"admin.","divorced","high.school","no","yes","no","telephone","jun","mon",302,1,999,0,"nonexistent",-17,94055,-398,"0.711",49916
30,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",623,1,10,1,"success",-18,92893,-462,"1.327",50991
31,"blue-collar","married","professional.course","no","no","no","cellular","aug","thu",414,1,999,0,"nonexistent",-29,92201,-314,"0.873",50762
44,"blue-collar","married","basic.4y","no","yes","yes","telephone","dec","mon",119,1,999,0,"nonexistent",-2,92756,-459,"3.053",51763
53,"management","divorced","university.degree","no","no","no","cellular","jun","mon",345,1,999,0,"nonexistent",-17,94055,-398,"0.754",49916
24,"blue-collar","single","high.school","no","yes","no","cellular","may","fri",858,3,999,0,"nonexistent",-18,92893,-462,"1.25",50991
54,"admin.","married","high.school","no","yes","no","cellular","nov","fri",402,1,3,3,"success",-34,92649,-301,"0.716",50175
53,"management","married","basic.9y","unknown","yes","yes","cellular","jul","fri",1041,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
36,"admin.","unknown","university.degree","no","yes","no","cellular","aug","wed",529,1,999,0,"nonexistent",14,93444,-361,"4.965",52281
34,"housemaid","single","high.school","no","no","no","cellular","may","wed",391,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
80,"retired","married","basic.4y","no","no","no","cellular","oct","tue",242,1,999,2,"failure",-34,92431,-269,"0.742",50175
33,"admin.","married","university.degree","no","no","no","cellular","jul","tue",2516,1,999,0,"nonexistent",14,93918,-427,"4.961",52281
42,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","fri",261,1,6,1,"success",-17,94027,-383,"0.898",49916
26,"student","single","high.school","no","yes","no","cellular","aug","fri",155,2,6,2,"failure",-29,92201,-314,"0.825",50762
35,"blue-collar","married","basic.9y","unknown","no","no","cellular","nov","thu",543,1,999,0,"nonexistent",-1,932,-42,"4.076",51958
53,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",659,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
30,"technician","single","professional.course","no","no","yes","cellular","nov","tue",835,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
48,"management","married","high.school","no","no","no","cellular","jul","tue",705,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
39,"unemployed","married","high.school","no","no","no","cellular","aug","thu",192,3,999,0,"nonexistent",-29,92201,-314,"0.873",50762
47,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",161,1,999,1,"failure",-29,92201,-314,"0.859",50762
46,"housemaid","married","basic.4y","no","no","no","telephone","may","wed",506,2,999,0,"nonexistent",11,93994,-364,"4.858",5191
30,"admin.","single","university.degree","no","no","no","cellular","apr","thu",662,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
42,"technician","married","high.school","no","yes","no","cellular","jul","wed",761,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
58,"admin.","married","high.school","no","yes","no","cellular","aug","tue",553,1,999,0,"nonexistent",14,93444,-361,"4.968",52281
30,"technician","married","university.degree","no","yes","yes","cellular","apr","thu",1373,2,999,0,"nonexistent",-18,93075,-471,"1.365",50991
64,"retired","divorced","basic.4y","no","yes","yes","telephone","sep","fri",211,2,6,2,"success",-11,94199,-375,"0.878",49636
38,"technician","divorced","high.school","no","no","no","telephone","apr","fri",320,3,6,1,"success",-18,93075,-471,"1.405",50991
36,"technician","married","high.school","no","no","no","telephone","oct","wed",157,1,999,0,"nonexistent",-1,93798,-404,"4.936",51958
57,"retired","married","basic.9y","no","no","no","cellular","aug","tue",388,4,999,0,"nonexistent",14,93444,-361,"4.965",52281
23,"student","single","basic.9y","no","yes","yes","cellular","sep","mon",218,3,6,2,"success",-11,94199,-375,"0.879",49636
32,"admin.","married","university.degree","no","no","no","cellular","sep","thu",444,1,999,1,"failure",-34,92379,-298,"0.809",50175
57,"technician","married","professional.course","no","yes","no","cellular","apr","tue",324,1,999,0,"nonexistent",-18,93075,-471,"1.423",50991
34,"management","single","university.degree","no","no","yes","cellular","may","fri",662,4,999,0,"nonexistent",-18,92893,-462,"1.313",50991
45,"entrepreneur","divorced","university.degree","no","no","no","telephone","may","fri",462,4,999,0,"nonexistent",-18,92893,-462,"1.25",50991
49,"admin.","married","university.degree","no","no","no","cellular","jun","thu",259,2,999,0,"nonexistent",-29,92963,-408,"1.235",50762
35,"technician","divorced","professional.course","no","no","no","cellular","may","fri",692,3,999,0,"nonexistent",-18,92893,-462,"1.25",50991
50,"admin.","married","university.degree","no","yes","no","cellular","jun","fri",95,7,999,1,"failure",-29,92963,-408,"1.268",50762
23,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",250,4,999,1,"failure",-17,94215,-403,"0.846",49916
87,"retired","divorced","basic.4y","no","no","no","cellular","aug","fri",273,1,999,0,"nonexistent",-29,92201,-314,"0.849",50762
34,"services","married","high.school","no","no","no","telephone","may","thu",791,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
54,"retired","married","basic.4y","unknown","no","no","telephone","may","wed",1730,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
19,"student","single","unknown","no","yes","no","cellular","apr","fri",156,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
31,"student","single","university.degree","no","no","no","cellular","aug","tue",279,4,6,2,"success",-17,94027,-383,"0.899",49916
29,"admin.","married","university.degree","no","no","yes","cellular","jun","tue",347,3,5,1,"success",-17,94055,-398,"0.702",49916
35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",577,6,6,1,"success",-17,94215,-403,"0.835",49916
36,"unemployed","single","high.school","no","yes","no","cellular","sep","thu",225,1,3,1,"success",-11,94199,-375,"0.879",49636
62,"technician","married","unknown","no","unknown","unknown","cellular","jul","mon",220,3,999,1,"failure",-17,94215,-403,"0.827",49916
22,"student","single","high.school","no","yes","no","cellular","may","tue",272,1,999,0,"nonexistent",-18,93876,-40,"0.697",50087
31,"services","single","high.school","no","yes","no","cellular","sep","fri",336,2,6,1,"success",-11,94199,-375,"0.879",49636
30,"blue-collar","single","basic.6y","no","yes","no","cellular","may","thu",542,1,999,0,"nonexistent",-18,92893,-462,"1.327",50991
60,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1602,2,999,0,"nonexistent",-18,92893,-462,"1.354",50991
46,"technician","married","professional.course","no","no","no","cellular","apr","tue",279,1,999,0,"nonexistent",-18,93075,-471,"1.423",50991
32,"technician","single","professional.course","no","no","no","cellular","aug","fri",87,1,999,0,"nonexistent",-29,92201,-314,"0.881",50762
58,"retired","married","university.degree","no","unknown","unknown","cellular","apr","wed",624,1,999,0,"nonexistent",-18,93075,-471,"1.445",50991
30,"management","single","high.school","no","no","no","cellular","nov","thu",952,2,999,0,"nonexistent",-1,932,-42,"4.076",51958
51,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",281,3,10,3,"success",-17,94055,-398,"0.754",49916
49,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","fri",838,1,999,0,"nonexistent",14,94465,-418,"4.959",52281
37,"services","single","high.school","no","yes","no","cellular","nov","wed",485,1,999,0,"nonexistent",-1,932,-42,"4.12",51958
31,"technician","single","university.degree","no","yes","no","cellular","nov","mon",984,1,999,0,"nonexistent",-1,932,-42,"4.191",51958
33,"admin.","married","university.degree","no","no","no","cellular","sep","mon",369,3,999,0,"nonexistent",-11,94199,-375,"0.882",49636
27,"services","single","university.degree","no","yes","no","cellular","mar","mon",104,1,6,1,"success",-18,93369,-348,"0.652",50087
66,"retired","married","unknown","no","no","no","cellular","aug","wed",147,2,999,1,"failure",-29,92201,-314,"0.879",50762
31,"admin.","single","university.degree","no","no","no","cellular","aug","tue",265,1,4,3,"success",-29,92201,-314,"0.883",50762
38,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","mon",1039,7,999,0,"nonexistent",14,93918,-427,"4.96",52281
35,"entrepreneur","married","university.degree","no","no","no","telephone","jun","mon",513,2,999,0,"nonexistent",14,94465,-418,"4.96",52281
63,"retired","married","professional.course","no","yes","yes","cellular","may","mon",444,2,14,1,"success",-18,93876,-40,"0.685",50087
25,"student","single","high.school","no","no","no","cellular","oct","fri",554,3,999,0,"nonexistent",-11,94601,-495,"1.029",49636
30,"admin.","married","high.school","unknown","yes","no","cellular","apr","thu",648,1,999,0,"nonexistent",-18,93075,-471,"1.41",50991
24,"unemployed","single","high.school","no","yes","no","cellular","may","mon",699,1,13,2,"failure",-18,93876,-40,"0.697",50087
34,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",89,1,3,2,"success",-34,92649,-301,"0.714",50175
32,"services","married","university.degree","no","no","no","telephone","jul","mon",691,10,999,0,"nonexistent",14,93918,-427,"4.96",52281
41,"services","married","high.school","no","no","no","cellular","mar","wed",396,2,999,0,"nonexistent",-18,92843,-50,"1.778",50991
33,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",1388,2,999,0,"nonexistent",-18,92893,-462,"1.299",50991
30,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","thu",531,1,999,1,"failure",-1,932,-42,"4.076",51958
29,"self-employed","married","university.degree","no","no","no","cellular","mar","wed",197,2,999,0,"nonexistent",-18,92843,-50,"1.663",50991
28,"unemployed","married","high.school","no","no","no","telephone","mar","fri",341,4,6,1,"success",-18,93369,-348,"0.653",50087
37,"admin.","married","university.degree","unknown","no","no","cellular","aug","wed",739,1,999,0,"nonexistent",14,93444,-361,"4.967",52281
60,"retired","married","unknown","no","yes","no","cellular","aug","mon",600,2,999,0,"nonexistent",14,93444,-361,"4.965",52281
46,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","wed",1357,3,999,0,"nonexistent",14,93444,-361,"4.967",52281
34,"technician","divorced","professional.course","no","no","no","telephone","mar","fri",257,1,999,1,"failure",-18,93369,-348,"0.653",50087
43,"self-employed","married","university.degree","no","yes","no","cellular","mar","mon",264,2,9,1,"success",-18,93369,-348,"0.652",50087
88,"retired","divorced","basic.4y","no","yes","no","cellular","mar","wed",101,1,999,0,"nonexistent",-18,92843,-50,"1.663",50991
36,"technician","single","professional.course","no","no","no","cellular","aug","mon",444,3,999,0,"nonexistent",14,93444,-361,"4.965",52281
52,"management","married","university.degree","no","yes","no","cellular","aug","thu",175,3,1,3,"success",-17,94027,-383,"0.899",49916
32,"admin.","single","university.degree","no","yes","no","cellular","jun","thu",89,2,999,0,"nonexistent",-29,92963,-408,"1.26",50762
34,"admin.","single","high.school","no","no","no","cellular","mar","tue",469,1,6,2,"success",-18,93369,-348,"0.652",50087
